,file,model_name,class,BBOX_x1,BBOX_y1,BBOX_x2,BBOX_y2,BBOX_h,BBOX_w,year,make,model,type
5069,05070.jpg,Chrysler Sebring Convertible 2010,77,33,74,375,259,186,343,2010,Chrysler,Sebring,Convertible
5070,05071.jpg,Cadillac SRX SUV 2012,52,66,70,478,293,224,413,2012,Cadillac,SRX,SUV
5071,05072.jpg,BMW Z4 Convertible 2012,38,25,50,239,159,110,215,2012,BMW,Z4,Convertible
5072,05073.jpg,Ferrari 458 Italia Convertible 2012,103,52,64,217,150,87,166,2012,Ferrari,458,Convertible
5073,05074.jpg,Chrysler Town and Country Minivan 2012,78,23,106,462,301,196,440,2012,Chrysler,Town,Minivan
5074,05075.jpg,Audi TT RS Coupe 2012,25,29,33,243,153,121,215,2012,Audi,TT,Coupe
5075,05076.jpg,Lamborghini Aventador Coupe 2012,151,39,73,261,137,65,223,2012,Lamborghini,Aventador,Coupe
5076,05077.jpg,Acura ZDX Hatchback 2012,7,25,44,559,273,230,535,2012,Acura,ZDX,Hatchback
5077,05078.jpg,Ferrari 458 Italia Convertible 2012,103,24,115,582,293,179,559,2012,Ferrari,458,Convertible
5078,05079.jpg,Mazda Tribute SUV 2011,159,17,21,400,300,280,384,2011,Mazda,Tribute,SUV
5079,05080.jpg,Chrysler 300 SRT-8 2010,79,18,144,789,463,320,772,2010,Chrysler,300,SRT-8
5080,05081.jpg,Cadillac CTS-V Sedan 2012,51,8,1,498,196,196,491,2012,Cadillac,CTS-V,Sedan
5081,05082.jpg,Chevrolet Cobalt SS 2010,66,36,35,401,241,207,366,2010,Chevrolet,Cobalt,SS
5082,05083.jpg,Audi A5 Coupe 2012,13,22,78,378,236,159,357,2012,Audi,A5,Coupe
5083,05084.jpg,Eagle Talon Hatchback 1998,98,59,60,542,346,287,484,1998,Eagle,Talon,Hatchback
5084,05085.jpg,Audi S4 Sedan 2012,23,17,44,256,174,131,240,2012,Audi,S4,Sedan
5085,05086.jpg,Audi R8 Coupe 2012,15,14,135,567,305,171,554,2012,Audi,R8,Coupe
5086,05087.jpg,BMW M5 Sedan 2010,35,25,99,587,384,286,563,2010,BMW,M5,Sedan
5087,05088.jpg,Scion xD Hatchback 2012,178,42,78,362,299,222,321,2012,Scion,xD,Hatchback
5088,05089.jpg,Spyker C8 Convertible 2009,179,68,287,1228,667,381,1161,2009,Spyker,C8,Convertible
5089,05090.jpg,BMW ActiveHybrid 5 Sedan 2012,26,134,43,467,158,116,334,2012,BMW,ActiveHybrid,Sedan
5090,05091.jpg,Ford Focus Sedan 2007,115,97,141,955,585,445,859,2007,Ford,Focus,Sedan
5091,05092.jpg,Ford F-150 Regular Cab 2012,113,26,48,459,335,288,434,2012,Ford,F-150,Cab
5092,05093.jpg,Hyundai Elantra Touring Hatchback 2012,139,13,122,393,283,162,381,2012,Hyundai,Elantra,Hatchback
5093,05094.jpg,BMW Z4 Convertible 2012,38,43,114,486,253,140,444,2012,BMW,Z4,Convertible
5094,05095.jpg,Bentley Continental GT Coupe 2012,42,51,193,1001,656,464,951,2012,Bentley,Continental,Coupe
5095,05096.jpg,Lamborghini Diablo Coupe 2001,153,2,82,381,187,106,380,2001,Lamborghini,Diablo,Coupe
5096,05097.jpg,McLaren MP4-12C Coupe 2012,160,11,4,289,180,177,279,2012,McLaren,MP4-12C,Coupe
5097,05098.jpg,Jeep Wrangler SUV 2012,146,87,80,827,700,621,741,2012,Jeep,Wrangler,SUV
5098,05099.jpg,Ford Mustang Convertible 2007,107,5,63,286,174,112,282,2007,Ford,Mustang,Convertible
5099,05100.jpg,GMC Yukon Hybrid SUV 2012,120,14,90,611,446,357,598,2012,GMC,Yukon,SUV
5100,05101.jpg,Mercedes-Benz E-Class Sedan 2012,164,166,597,1949,1431,835,1784,2012,Mercedes-Benz,E-Class,Sedan
5101,05102.jpg,Dodge Caravan Minivan 1997,85,13,19,318,235,217,306,1997,Dodge,Caravan,Minivan
5102,05103.jpg,Dodge Durango SUV 2012,94,47,35,590,403,369,544,2012,Dodge,Durango,SUV
5103,05104.jpg,Jeep Patriot SUV 2012,145,42,188,769,477,290,728,2012,Jeep,Patriot,SUV
5104,05105.jpg,BMW 3 Series Wagon 2012,30,27,40,279,142,103,253,2012,BMW,3,Wagon
5105,05106.jpg,HUMMER H2 SUT Crew Cab 2009,125,9,11,246,179,169,238,2009,HUMMER,H2,Cab
5106,05107.jpg,Lamborghini Gallardo LP 570-4 Superleggera 2012,152,31,44,379,250,207,349,2012,Lamborghini,Gallardo,Superleggera
5107,05108.jpg,Ford Freestar Minivan 2007,108,5,15,298,139,125,294,2007,Ford,Freestar,Minivan
5108,05109.jpg,Suzuki SX4 Hatchback 2012,183,97,32,518,228,197,422,2012,Suzuki,SX4,Hatchback
5109,05110.jpg,Jeep Compass SUV 2012,149,126,171,1665,1182,1012,1540,2012,Jeep,Compass,SUV
5110,05111.jpg,Dodge Challenger SRT8 2011,93,22,65,473,287,223,452,2011,Dodge,Challenger,SRT8
5111,05112.jpg,Chevrolet Cobalt SS 2010,66,25,112,588,334,223,564,2010,Chevrolet,Cobalt,SS
5112,05113.jpg,Ford F-450 Super Duty Crew Cab 2012,106,16,37,243,158,122,228,2012,Ford,F-450,Cab
5113,05114.jpg,Audi S5 Convertible 2012,21,24,95,276,237,143,253,2012,Audi,S5,Convertible
5114,05115.jpg,Ford F-150 Regular Cab 2012,113,26,64,235,185,122,210,2012,Ford,F-150,Cab
5115,05116.jpg,Audi TTS Coupe 2012,14,32,42,584,347,306,553,2012,Audi,TTS,Coupe
5116,05117.jpg,Toyota Camry Sedan 2012,187,51,321,1517,1122,802,1467,2012,Toyota,Camry,Sedan
5117,05118.jpg,Chrysler Crossfire Convertible 2008,80,16,55,246,163,109,231,2008,Chrysler,Crossfire,Convertible
5118,05119.jpg,smart fortwo Convertible 2012,196,52,118,743,513,396,692,2012,smart,fortwo,Convertible
5119,05120.jpg,Volvo 240 Sedan 1993,194,31,219,613,417,199,583,1993,Volvo,240,Sedan
5120,05121.jpg,HUMMER H3T Crew Cab 2010,124,117,196,661,383,188,545,2010,HUMMER,H3T,Cab
5121,05122.jpg,Audi S6 Sedan 2011,20,44,56,397,306,251,354,2011,Audi,S6,Sedan
5122,05123.jpg,Dodge Charger Sedan 2012,96,108,149,1137,637,489,1030,2012,Dodge,Charger,Sedan
5123,05124.jpg,Buick Enclave SUV 2012,50,26,147,629,386,240,604,2012,Buick,Enclave,SUV
5124,05125.jpg,Acura TL Type-S 2008,4,42,170,591,389,220,550,2008,Acura,TL,Type-S
5125,05126.jpg,Lamborghini Gallardo LP 570-4 Superleggera 2012,152,188,106,581,295,190,394,2012,Lamborghini,Gallardo,Superleggera
5126,05127.jpg,Toyota Corolla Sedan 2012,188,19,37,235,134,98,217,2012,Toyota,Corolla,Sedan
5127,05128.jpg,Acura TSX Sedan 2012,5,15,58,246,139,82,232,2012,Acura,TSX,Sedan
5128,05129.jpg,Audi S5 Coupe 2012,22,172,107,582,335,229,411,2012,Audi,S5,Coupe
5129,05130.jpg,Dodge Ram Pickup 3500 Crew Cab 2010,86,35,38,222,163,126,188,2010,Dodge,Ram,Cab
5130,05131.jpg,Land Rover LR2 SUV 2012,155,50,159,595,456,298,546,2012,Land,Rover,SUV
5131,05132.jpg,BMW X5 SUV 2007,32,35,92,405,309,218,371,2007,BMW,X5,SUV
5132,05133.jpg,MINI Cooper Roadster Convertible 2012,157,37,72,281,187,116,245,2012,MINI,Cooper,Convertible
5133,05134.jpg,Hyundai Elantra Touring Hatchback 2012,139,19,61,472,309,249,454,2012,Hyundai,Elantra,Hatchback
5134,05135.jpg,Ford Freestar Minivan 2007,108,3,11,258,137,127,256,2007,Ford,Freestar,Minivan
5135,05136.jpg,Fisker Karma Sedan 2012,105,32,116,569,370,255,538,2012,Fisker,Karma,Sedan
5136,05137.jpg,Hyundai Veracruz SUV 2012,133,54,44,578,401,358,525,2012,Hyundai,Veracruz,SUV
5137,05138.jpg,Audi R8 Coupe 2012,15,21,6,341,146,141,321,2012,Audi,R8,Coupe
5138,05139.jpg,Land Rover Range Rover SUV 2012,154,21,104,514,377,274,494,2012,Land,Rover,SUV
5139,05140.jpg,Chevrolet Traverse SUV 2012,58,37,102,723,407,306,687,2012,Chevrolet,Traverse,SUV
5140,05141.jpg,Chevrolet Sonic Sedan 2012,63,59,85,994,677,593,936,2012,Chevrolet,Sonic,Sedan
5141,05142.jpg,Dodge Magnum Wagon 2008,92,24,86,472,309,224,449,2008,Dodge,Magnum,Wagon
5142,05143.jpg,Aston Martin Virage Convertible 2012,10,3,24,572,275,252,570,2012,Aston,Martin,Convertible
5143,05144.jpg,Audi S5 Convertible 2012,21,43,276,973,562,287,931,2012,Audi,S5,Convertible
5144,05145.jpg,Bentley Continental Flying Spur Sedan 2007,44,17,68,402,241,174,386,2007,Bentley,Continental,Sedan
5145,05146.jpg,Audi TT RS Coupe 2012,25,123,69,489,259,191,367,2012,Audi,TT,Coupe
5146,05147.jpg,Nissan 240SX Coupe 1998,171,53,114,577,299,186,525,1998,Nissan,240SX,Coupe
5147,05148.jpg,Audi A5 Coupe 2012,13,72,109,529,323,215,458,2012,Audi,A5,Coupe
5148,05149.jpg,Jeep Compass SUV 2012,149,55,22,593,399,378,539,2012,Jeep,Compass,SUV
5149,05150.jpg,Audi S5 Convertible 2012,21,55,113,523,331,219,469,2012,Audi,S5,Convertible
5150,05151.jpg,GMC Yukon Hybrid SUV 2012,120,47,140,611,426,287,565,2012,GMC,Yukon,SUV
5151,05152.jpg,Chevrolet Camaro Convertible 2012,59,48,92,261,161,70,214,2012,Chevrolet,Camaro,Convertible
5152,05153.jpg,Jaguar XK XKR 2012,144,28,94,614,389,296,587,2012,Jaguar,XK,XKR
5153,05154.jpg,Jeep Compass SUV 2012,149,335,234,992,740,507,658,2012,Jeep,Compass,SUV
5154,05155.jpg,GMC Yukon Hybrid SUV 2012,120,22,53,1773,1013,961,1752,2012,GMC,Yukon,SUV
5155,05156.jpg,BMW 6 Series Convertible 2007,31,89,137,524,335,199,436,2007,BMW,6,Convertible
5156,05157.jpg,Lamborghini Aventador Coupe 2012,151,172,22,760,469,448,589,2012,Lamborghini,Aventador,Coupe
5157,05158.jpg,Bentley Continental Supersports Conv. Convertible 2012,39,1,31,443,299,269,443,2012,Bentley,Continental,Convertible
5158,05159.jpg,Ford F-150 Regular Cab 2007,114,9,66,600,373,308,592,2007,Ford,F-150,Cab
5159,05160.jpg,Ford Mustang Convertible 2007,107,12,64,254,140,77,243,2007,Ford,Mustang,Convertible
5160,05161.jpg,Hyundai Santa Fe SUV 2012,131,32,43,620,437,395,589,2012,Hyundai,Santa,SUV
5161,05162.jpg,Audi S6 Sedan 2011,20,29,32,472,331,300,444,2011,Audi,S6,Sedan
5162,05163.jpg,BMW Z4 Convertible 2012,38,68,116,543,371,256,476,2012,BMW,Z4,Convertible
5163,05164.jpg,Suzuki Kizashi Sedan 2012,182,15,107,624,363,257,610,2012,Suzuki,Kizashi,Sedan
5164,05165.jpg,Plymouth Neon Coupe 1999,172,16,83,564,322,240,549,1999,Plymouth,Neon,Coupe
5165,05166.jpg,GMC Canyon Extended Cab 2012,122,36,60,586,354,295,551,2012,GMC,Canyon,Cab
5166,05167.jpg,Ram C/V Cargo Van Minivan 2012,174,11,24,117,76,53,107,2012,Ram,C/V,Minivan
5167,05168.jpg,Chevrolet TrailBlazer SS 2009,68,40,184,702,493,310,663,2009,Chevrolet,TrailBlazer,SS
5168,05169.jpg,Volvo 240 Sedan 1993,194,55,167,769,406,240,715,1993,Volvo,240,Sedan
5169,05170.jpg,Ferrari 458 Italia Coupe 2012,104,6,85,292,192,108,287,2012,Ferrari,458,Coupe
5170,05171.jpg,Volvo XC90 SUV 2007,195,214,27,558,235,209,345,2007,Volvo,XC90,SUV
5171,05172.jpg,Rolls-Royce Phantom Sedan 2012,177,208,207,772,513,307,565,2012,Rolls-Royce,Phantom,Sedan
5172,05173.jpg,BMW M5 Sedan 2010,35,48,70,274,200,131,227,2010,BMW,M5,Sedan
5173,05174.jpg,Chevrolet Silverado 1500 Classic Extended Cab 2007,70,18,63,639,396,334,622,2007,Chevrolet,Silverado,Cab
5174,05175.jpg,Toyota Camry Sedan 2012,187,111,11,531,320,310,421,2012,Toyota,Camry,Sedan
5175,05176.jpg,Chevrolet Tahoe Hybrid SUV 2012,62,48,51,279,179,129,232,2012,Chevrolet,Tahoe,SUV
5176,05177.jpg,Audi 100 Sedan 1994,17,16,24,580,282,259,565,1994,Audi,100,Sedan
5177,05178.jpg,Chrysler 300 SRT-8 2010,79,5,169,799,506,338,795,2010,Chrysler,300,SRT-8
5178,05179.jpg,Chevrolet Impala Sedan 2007,61,2,63,625,402,340,624,2007,Chevrolet,Impala,Sedan
5179,05180.jpg,Spyker C8 Convertible 2009,179,45,120,569,362,243,525,2009,Spyker,C8,Convertible
5180,05181.jpg,Audi 100 Sedan 1994,17,30,162,565,379,218,536,1994,Audi,100,Sedan
5181,05182.jpg,Fisker Karma Sedan 2012,105,21,121,390,381,261,370,2012,Fisker,Karma,Sedan
5182,05183.jpg,Audi TT RS Coupe 2012,25,15,59,1147,617,559,1133,2012,Audi,TT,Coupe
5183,05184.jpg,Dodge Caliber Wagon 2012,83,24,144,607,398,255,584,2012,Dodge,Caliber,Wagon
5184,05185.jpg,Ford GT Coupe 2006,112,80,231,861,679,449,782,2006,Ford,GT,Coupe
5185,05186.jpg,Ford F-150 Regular Cab 2007,114,14,47,467,221,175,454,2007,Ford,F-150,Cab
5186,05187.jpg,Ford F-450 Super Duty Crew Cab 2012,106,29,5,211,144,140,183,2012,Ford,F-450,Cab
5187,05188.jpg,Ford Ranger SuperCab 2011,111,28,42,463,308,267,436,2011,Ford,Ranger,SuperCab
5188,05189.jpg,Jeep Wrangler SUV 2012,146,17,49,584,433,385,568,2012,Jeep,Wrangler,SUV
5189,05190.jpg,Dodge Challenger SRT8 2011,93,80,86,544,299,214,465,2011,Dodge,Challenger,SRT8
5190,05191.jpg,Chevrolet Camaro Convertible 2012,59,24,138,617,358,221,594,2012,Chevrolet,Camaro,Convertible
5191,05192.jpg,Cadillac Escalade EXT Crew Cab 2007,53,55,14,529,374,361,475,2007,Cadillac,Escalade,Cab
5192,05193.jpg,Infiniti QX56 SUV 2011,142,72,103,598,302,200,527,2011,Infiniti,QX56,SUV
5193,05194.jpg,Dodge Durango SUV 2007,95,29,44,587,463,420,559,2007,Dodge,Durango,SUV
5194,05195.jpg,Nissan Juke Hatchback 2012,170,67,355,1549,1063,709,1483,2012,Nissan,Juke,Hatchback
5195,05196.jpg,Ford Ranger SuperCab 2011,111,41,41,239,134,94,199,2011,Ford,Ranger,SuperCab
5196,05197.jpg,Acura ZDX Hatchback 2012,7,39,141,594,355,215,556,2012,Acura,ZDX,Hatchback
5197,05198.jpg,Hyundai Azera Sedan 2012,140,244,153,632,397,245,389,2012,Hyundai,Azera,Sedan
5198,05199.jpg,GMC Savana Van 2012,119,224,49,621,346,298,398,2012,GMC,Savana,Van
5199,05200.jpg,Hyundai Sonata Sedan 2012,138,86,19,505,316,298,420,2012,Hyundai,Sonata,Sedan
5200,05201.jpg,Dodge Charger SRT-8 2009,97,12,47,251,162,116,240,2009,Dodge,Charger,SRT-8
5201,05202.jpg,Rolls-Royce Phantom Sedan 2012,177,21,45,269,160,116,249,2012,Rolls-Royce,Phantom,Sedan
5202,05203.jpg,Bugatti Veyron 16.4 Convertible 2009,45,6,50,300,167,118,295,2009,Bugatti,Veyron,Convertible
5203,05204.jpg,MINI Cooper Roadster Convertible 2012,157,46,81,507,278,198,462,2012,MINI,Cooper,Convertible
5204,05205.jpg,HUMMER H3T Crew Cab 2010,124,35,50,673,495,446,639,2010,HUMMER,H3T,Cab
5205,05206.jpg,Plymouth Neon Coupe 1999,172,118,39,882,681,643,765,1999,Plymouth,Neon,Coupe
5206,05207.jpg,Honda Odyssey Minivan 2012,126,111,184,543,358,175,433,2012,Honda,Odyssey,Minivan
5207,05208.jpg,Chevrolet Corvette Convertible 2012,55,100,240,1577,968,729,1478,2012,Chevrolet,Corvette,Convertible
5208,05209.jpg,Dodge Magnum Wagon 2008,92,3,40,300,154,115,298,2008,Dodge,Magnum,Wagon
5209,05210.jpg,Mercedes-Benz 300-Class Convertible 1993,161,18,84,205,167,84,188,1993,Mercedes-Benz,300-Class,Convertible
5210,05211.jpg,Spyker C8 Coupe 2009,180,52,21,400,262,242,349,2009,Spyker,C8,Coupe
5211,05212.jpg,Audi S6 Sedan 2011,20,15,82,337,223,142,323,2011,Audi,S6,Sedan
5212,05213.jpg,Chevrolet Silverado 1500 Regular Cab 2012,75,99,124,961,665,542,863,2012,Chevrolet,Silverado,Cab
5213,05214.jpg,Chrysler 300 SRT-8 2010,79,16,434,1266,894,461,1251,2010,Chrysler,300,SRT-8
5214,05215.jpg,Suzuki SX4 Hatchback 2012,183,14,19,793,452,434,780,2012,Suzuki,SX4,Hatchback
5215,05216.jpg,Chevrolet Sonic Sedan 2012,63,135,116,897,579,464,763,2012,Chevrolet,Sonic,Sedan
5216,05217.jpg,Jeep Grand Cherokee SUV 2012,148,111,82,886,584,503,776,2012,Jeep,Grand,SUV
5217,05218.jpg,Chevrolet HHR SS 2010,60,34,162,703,428,267,670,2010,Chevrolet,HHR,SS
5218,05219.jpg,Nissan Juke Hatchback 2012,170,279,316,1345,921,606,1067,2012,Nissan,Juke,Hatchback
5219,05220.jpg,Hyundai Veloster Hatchback 2012,130,16,79,727,449,371,712,2012,Hyundai,Veloster,Hatchback
5220,05221.jpg,Chevrolet Silverado 2500HD Regular Cab 2012,69,34,49,281,144,96,248,2012,Chevrolet,Silverado,Cab
5221,05222.jpg,Chevrolet Silverado 2500HD Regular Cab 2012,69,70,101,850,460,360,781,2012,Chevrolet,Silverado,Cab
5222,05223.jpg,Ford F-150 Regular Cab 2012,113,19,12,252,181,170,234,2012,Ford,F-150,Cab
5223,05224.jpg,AM General Hummer SUV 2000,1,5,14,93,58,45,89,2000,AM,General,SUV
5224,05225.jpg,Scion xD Hatchback 2012,178,108,103,2743,1758,1656,2636,2012,Scion,xD,Hatchback
5225,05226.jpg,Audi TT RS Coupe 2012,25,366,401,1516,1012,612,1151,2012,Audi,TT,Coupe
5226,05227.jpg,Dodge Durango SUV 2012,94,41,138,760,519,382,720,2012,Dodge,Durango,SUV
5227,05228.jpg,Dodge Charger Sedan 2012,96,17,19,640,289,271,624,2012,Dodge,Charger,Sedan
5228,05229.jpg,Ford Expedition EL SUV 2009,109,21,25,463,288,264,443,2009,Ford,Expedition,SUV
5229,05230.jpg,MINI Cooper Roadster Convertible 2012,157,223,66,552,261,196,330,2012,MINI,Cooper,Convertible
5230,05231.jpg,Chevrolet Silverado 2500HD Regular Cab 2012,69,6,34,427,266,233,422,2012,Chevrolet,Silverado,Cab
5231,05232.jpg,Volkswagen Beetle Hatchback 2012,192,195,248,854,557,310,660,2012,Volkswagen,Beetle,Hatchback
5232,05233.jpg,Jaguar XK XKR 2012,144,70,46,529,309,264,460,2012,Jaguar,XK,XKR
5233,05234.jpg,Suzuki SX4 Hatchback 2012,183,101,120,944,685,566,844,2012,Suzuki,SX4,Hatchback
5234,05235.jpg,Chevrolet Malibu Sedan 2007,73,43,27,594,351,325,552,2007,Chevrolet,Malibu,Sedan
5235,05236.jpg,Ferrari FF Coupe 2012,101,151,166,1441,1027,862,1291,2012,Ferrari,FF,Coupe
5236,05237.jpg,Volvo XC90 SUV 2007,195,29,32,399,330,299,371,2007,Volvo,XC90,SUV
5237,05238.jpg,Infiniti G Coupe IPL 2012,141,58,217,975,608,392,918,2012,Infiniti,G,IPL
5238,05239.jpg,FIAT 500 Convertible 2012,100,55,36,426,314,279,372,2012,FIAT,500,Convertible
5239,05240.jpg,Dodge Ram Pickup 3500 Quad Cab 2009,87,24,61,672,487,427,649,2009,Dodge,Ram,Cab
5240,05241.jpg,Suzuki Kizashi Sedan 2012,182,60,420,1634,981,562,1575,2012,Suzuki,Kizashi,Sedan
5241,05242.jpg,HUMMER H2 SUT Crew Cab 2009,125,43,113,618,428,316,576,2009,HUMMER,H2,Cab
5242,05243.jpg,Dodge Sprinter Cargo Van 2009,88,1,8,111,78,71,111,2009,Dodge,Sprinter,Van
5243,05244.jpg,Honda Odyssey Minivan 2007,127,53,109,506,379,271,454,2007,Honda,Odyssey,Minivan
5244,05245.jpg,smart fortwo Convertible 2012,196,11,27,226,163,137,216,2012,smart,fortwo,Convertible
5245,05246.jpg,Ford Edge SUV 2012,110,129,73,519,405,333,391,2012,Ford,Edge,SUV
5246,05247.jpg,Spyker C8 Convertible 2009,179,41,120,589,315,196,549,2009,Spyker,C8,Convertible
5247,05248.jpg,Hyundai Veracruz SUV 2012,133,382,172,1249,883,712,868,2012,Hyundai,Veracruz,SUV
5248,05249.jpg,Chevrolet Corvette Convertible 2012,55,118,128,462,266,139,345,2012,Chevrolet,Corvette,Convertible
5249,05250.jpg,Ford Expedition EL SUV 2009,109,31,38,631,438,401,601,2009,Ford,Expedition,SUV
5250,05251.jpg,Volkswagen Golf Hatchback 2012,190,35,105,531,397,293,497,2012,Volkswagen,Golf,Hatchback
5251,05252.jpg,Dodge Durango SUV 2007,95,20,126,932,725,600,913,2007,Dodge,Durango,SUV
5252,05253.jpg,Dodge Durango SUV 2007,95,53,1,687,495,495,635,2007,Dodge,Durango,SUV
5253,05254.jpg,Geo Metro Convertible 1993,123,5,16,200,150,135,196,1993,Geo,Metro,Convertible
5254,05255.jpg,BMW 3 Series Sedan 2012,29,40,51,538,326,276,499,2012,BMW,3,Sedan
5255,05256.jpg,Volvo XC90 SUV 2007,195,137,93,488,416,324,352,2007,Volvo,XC90,SUV
5256,05257.jpg,Ferrari FF Coupe 2012,101,6,1,608,367,367,603,2012,Ferrari,FF,Coupe
5257,05258.jpg,BMW Z4 Convertible 2012,38,80,100,401,371,272,322,2012,BMW,Z4,Convertible
5258,05259.jpg,Acura RL Sedan 2012,2,179,177,753,452,276,575,2012,Acura,RL,Sedan
5259,05260.jpg,Rolls-Royce Ghost Sedan 2012,176,19,12,613,456,445,595,2012,Rolls-Royce,Ghost,Sedan
5260,05261.jpg,Acura RL Sedan 2012,2,10,34,242,126,93,233,2012,Acura,RL,Sedan
5261,05262.jpg,Chevrolet HHR SS 2010,60,44,108,560,355,248,517,2010,Chevrolet,HHR,SS
5262,05263.jpg,Audi RS 4 Convertible 2008,12,300,176,1185,711,536,886,2008,Audi,RS,Convertible
5263,05264.jpg,Lamborghini Diablo Coupe 2001,153,75,95,578,368,274,504,2001,Lamborghini,Diablo,Coupe
5264,05265.jpg,Audi TTS Coupe 2012,14,8,28,1005,616,589,998,2012,Audi,TTS,Coupe
5265,05266.jpg,Audi TTS Coupe 2012,14,40,66,269,164,99,230,2012,Audi,TTS,Coupe
5266,05267.jpg,Chevrolet Avalanche Crew Cab 2012,65,23,47,255,183,137,233,2012,Chevrolet,Avalanche,Cab
5267,05268.jpg,Audi S4 Sedan 2012,23,10,5,545,315,311,536,2012,Audi,S4,Sedan
5268,05269.jpg,Chevrolet Silverado 2500HD Regular Cab 2012,69,40,10,241,162,153,202,2012,Chevrolet,Silverado,Cab
5269,05270.jpg,Toyota Camry Sedan 2012,187,85,107,938,608,502,854,2012,Toyota,Camry,Sedan
5270,05271.jpg,Audi 100 Wagon 1994,18,39,43,584,227,185,546,1994,Audi,100,Wagon
5271,05272.jpg,Audi S5 Convertible 2012,21,47,164,986,706,543,940,2012,Audi,S5,Convertible
5272,05273.jpg,BMW X6 SUV 2012,33,22,43,424,203,161,403,2012,BMW,X6,SUV
5273,05274.jpg,Chevrolet Impala Sedan 2007,61,36,65,633,347,283,598,2007,Chevrolet,Impala,Sedan
5274,05275.jpg,BMW M5 Sedan 2010,35,101,160,464,308,149,364,2010,BMW,M5,Sedan
5275,05276.jpg,Land Rover Range Rover SUV 2012,154,9,18,626,471,454,618,2012,Land,Rover,SUV
5276,05277.jpg,Land Rover LR2 SUV 2012,155,21,41,415,330,290,395,2012,Land,Rover,SUV
5277,05278.jpg,Bentley Continental Supersports Conv. Convertible 2012,39,17,139,379,251,113,363,2012,Bentley,Continental,Convertible
5278,05279.jpg,Infiniti QX56 SUV 2011,142,41,35,592,377,343,552,2011,Infiniti,QX56,SUV
5279,05280.jpg,Audi R8 Coupe 2012,15,137,114,919,544,431,783,2012,Audi,R8,Coupe
5280,05281.jpg,Acura TL Sedan 2012,3,147,125,471,426,302,325,2012,Acura,TL,Sedan
5281,05282.jpg,Suzuki Kizashi Sedan 2012,182,256,310,1504,727,418,1249,2012,Suzuki,Kizashi,Sedan
5282,05283.jpg,Mitsubishi Lancer Sedan 2012,167,109,224,890,619,396,782,2012,Mitsubishi,Lancer,Sedan
5283,05284.jpg,GMC Terrain SUV 2012,118,15,13,294,195,183,280,2012,GMC,Terrain,SUV
5284,05285.jpg,Toyota Camry Sedan 2012,187,67,102,564,368,267,498,2012,Toyota,Camry,Sedan
5285,05286.jpg,Jeep Liberty SUV 2012,147,295,106,1653,1057,952,1359,2012,Jeep,Liberty,SUV
5286,05287.jpg,Lamborghini Gallardo LP 570-4 Superleggera 2012,152,110,75,272,151,77,163,2012,Lamborghini,Gallardo,Superleggera
5287,05288.jpg,Rolls-Royce Ghost Sedan 2012,176,88,320,1204,747,428,1117,2012,Rolls-Royce,Ghost,Sedan
5288,05289.jpg,Ferrari 458 Italia Coupe 2012,104,42,103,618,411,309,577,2012,Ferrari,458,Coupe
5289,05290.jpg,BMW M5 Sedan 2010,35,250,343,1345,994,652,1096,2010,BMW,M5,Sedan
5290,05291.jpg,Dodge Journey SUV 2012,89,67,56,606,427,372,540,2012,Dodge,Journey,SUV
5291,05292.jpg,Volvo 240 Sedan 1993,194,14,159,548,457,299,535,1993,Volvo,240,Sedan
5292,05293.jpg,Hyundai Sonata Sedan 2012,138,13,62,276,179,118,264,2012,Hyundai,Sonata,Sedan
5293,05294.jpg,Lamborghini Reventon Coupe 2008,150,40,63,444,280,218,405,2008,Lamborghini,Reventon,Coupe
5294,05295.jpg,Acura RL Sedan 2012,2,30,16,430,215,200,401,2012,Acura,RL,Sedan
5295,05296.jpg,Hyundai Accent Sedan 2012,136,24,27,429,257,231,406,2012,Hyundai,Accent,Sedan
5296,05297.jpg,Jeep Patriot SUV 2012,145,518,493,1090,981,489,573,2012,Jeep,Patriot,SUV
5297,05298.jpg,Ferrari California Convertible 2012,102,25,60,487,286,227,463,2012,Ferrari,California,Convertible
5298,05299.jpg,Hyundai Genesis Sedan 2012,137,68,111,561,378,268,494,2012,Hyundai,Genesis,Sedan
5299,05300.jpg,Nissan 240SX Coupe 1998,171,1,32,192,133,102,192,1998,Nissan,240SX,Coupe
5300,05301.jpg,Dodge Charger SRT-8 2009,97,12,179,326,367,189,315,2009,Dodge,Charger,SRT-8
5301,05302.jpg,Lamborghini Aventador Coupe 2012,151,56,79,552,251,173,497,2012,Lamborghini,Aventador,Coupe
5302,05303.jpg,Ferrari 458 Italia Coupe 2012,104,19,81,238,168,88,220,2012,Ferrari,458,Coupe
5303,05304.jpg,Aston Martin V8 Vantage Convertible 2012,8,11,31,271,179,149,261,2012,Aston,Martin,Convertible
5304,05305.jpg,Chevrolet Silverado 1500 Regular Cab 2012,75,147,118,940,663,546,794,2012,Chevrolet,Silverado,Cab
5305,05306.jpg,Aston Martin V8 Vantage Coupe 2012,9,53,169,582,389,221,530,2012,Aston,Martin,Coupe
5306,05307.jpg,Acura TL Type-S 2008,4,58,85,532,433,349,475,2008,Acura,TL,Type-S
5307,05308.jpg,Honda Accord Coupe 2012,128,32,75,564,241,167,533,2012,Honda,Accord,Coupe
